Company,ConfidenceScore,BuyPrice,SellPrice,Quantity
NHF,0.6009646523373907,7.923094749450684,8.394357681274414,117.264
ALQ,0.5237460673313349,12.08551788330078,11.390000343322754,66.998
SGM,0.4958984431007239,14.166155815124512,14.91433334350586,54.119
STO,0.4507950197039143,7.006244659423828,7.1634674072265625,99.473
BSL,0.4338953398643805,18.883363723754883,20.286523818969727,35.523
ABC,0.4238508417585399,1.5950000286102295,2.430000066757202,410.83
ILU,0.3908786798018591,11.07092571258545,11.848183631896973,54.584
PLS,0.3436936336307481,4.600880146026611,4.736771583557129,115.489
CIA,0.3422264355355716,6.196499824523926,6.210000038146973,85.384
IPL,0.3408688900278687,2.83191180229187,2.620000123977661,186.087
FBU,0.3294569904554391,4.461474895477295,4.422847270965576,114.164
EVT,0.3286219048383095,11.277227401733398,12.08344554901123,45.051
ARG,0.3262250958363589,8.495436668395996,8.50523567199707,59.366
CPU,0.32478917166092,21.27957344055176,22.450294494628903,23.597
RRL,0.3165284156573896,2.0899999141693115,1.955000042915344,234.14
AWC,0.3148043556929217,1.4249999523162842,1.3899999856948853,341.535
HUB,0.3126631950445996,26.0615348815918,25.57431030273437,18.548
WOW,0.3025471894860292,37.55192184448242,37.79819488525391,12.456
XRO,0.3019313453754788,94.0999984741211,111.33999633789062,4.961
DDR,0.3005652765002223,8.536774635314941,8.052627563476562,54.432
