Company,ConfidenceScore,BuyPrice,SellPrice,Quantity
APX.AX,0.8668116575331546,2.640000104904175,2.619999885559082,460.001
DDR.AX,0.6958435113778937,8.35408878326416,8.109816551208496,116.695
ILU.AX,0.6548235991948421,10.672515869140623,10.084407806396484,85.96
HUB.AX,0.5035283926376418,25.72355461120605,28.18707847595215,27.424
SDF.AX,0.4755314256289945,5.348291873931885,5.492202758789063,124.567
CIP.AX,0.403607415814502,3.260272026062012,3.01983904838562,173.438
CNU.AX,0.4020664013130259,7.492061138153076,7.15384578704834,75.186
TWE.AX,0.3701617728094658,12.97801399230957,12.67674732208252,39.96
CWY.AX,0.3573172722374552,2.6385297775268555,2.4754016399383545,189.727
ALD.AX,0.3550037159422168,30.139217376708984,29.727832794189453,16.502
NAB.AX,0.3236004497236504,29.39050674438477,27.45117950439453,15.426
LOV.AX,0.31097128951975833,23.05982780456543,23.1361141204834,18.893
BWP.AX,0.2965141233676906,3.792275905609131,3.704536676406861,109.543
MIN.AX,0.26770713377336763,84.6260986328125,79.70494842529297,4.432
PME.AX,0.2665595525289496,65.17843627929688,62.07542037963867,5.73
ORA.AX,0.2626189556962684,2.757807970046997,3.254602432250977,133.414
MTS.AX,0.250537008007607,3.9214932918548575,3.707946538925171,89.507
BGA.AX,0.24634348698338981,3.4298787117004395,3.26754093170166,100.624
CLW.AX,0.2401422126875028,4.3512396812438965,4.190083026885986,77.32
NWL.AX,0.23664673851782045,13.418951988220217,13.30930233001709,24.707
