Company,ConfidenceScore,BuyPrice,SellPrice,Quantity
LYC,0.8648903976832898,6.369999885559082,7.210000038146973,156.957
MP1,0.6863777720965942,4.159999847412109,5.400000095367432,190.734
JHX,0.5314853382196619,32.79999923706055,37.29999923706055,18.732
COH,0.5165367421935407,247.17649606565612,245.70639078253149,2.416
CTD,0.4925972930156435,18.775991183003242,20.485595269730542,30.328
TLS,0.4887287054821209,4.209079601753364,4.238445212529223,134.227
SEK,0.4882172335835121,25.025430365843782,23.54053497314453,22.552
REA,0.4638722142126333,141.13180191251445,134.87363578911334,3.8
ANN,0.4266688051241103,27.311067557465897,26.101829554889267,18.06
BSL,0.4263657395666342,20.019724357905154,19.011821146995825,24.62
WOW,0.4086732758402817,39.05912425886714,37.62087838023348,12.095
IPL,0.4085392075430347,3.1016178227089948,2.8608088333781314,152.266
AFI,0.3952694173246127,7.236699342319182,7.011165309423088,63.141
CHC,0.3633205814434043,10.577528852491247,11.195123518395121,39.707
BAP,0.3518018822073692,6.465521679175734,6.141263421899104,62.9
WES,0.3433120208181258,50.893973092545835,50.030863533074985,7.798
SVW,0.3387468536483184,23.669715755255705,23.322506780046258,16.544
VEA,0.3261535175968297,3.1634011207014154,3.027131567792113,119.186
SGM,0.3239657211888967,16.34177885562853,14.175999545996538,22.917
MEZ,0.3174694191399187,4.8233288999571675,5.028785071735399,76.087
