Company,ConfidenceScore,BuyPrice,SellPrice,Quantity
WTC,0.6662400655330917,79.86335776902831,76.71716430262376,14.666
NAB,0.5490588264544627,25.3799991607666,26.399999618530273,38.032
HVN,0.4269047307554539,3.1248276964409225,3.464482803317323,240.173
MTS,0.4152944878199612,3.494399946320798,3.6108799798295306,208.931
ANZ,0.3299875286169435,22.940000534057617,24.0,25.288
ANN,0.3075423123542797,25.826558118408858,26.88832660816432,20.934
FMG,0.3023457454399763,20.155665401172882,20.868720002238177,26.371
BRG,0.2960098252884444,19.46819896053599,21.544144446958864,26.73
WEB,0.2815702829648044,7.199999809265137,7.239999771118164,68.75
SCG,0.278850272332063,2.5804891212111154,2.638695735820386,189.971
EML,0.2788363828470271,0.675000011920929,0.6899999976158142,726.214
CSL,0.26030256322092094,289.00165506674415,262.5392954184389,1.583
NSR,0.258848850551784,2.442708307084676,2.25,186.292
ILU,0.25734280318040986,11.917937140265865,11.290152263864261,37.96
APA,0.2552162152824084,9.836816477433922,9.720000267028809,45.611
ALU,0.2484411717436253,37.463092289808436,35.64411163330078,11.658
DEG,0.24553191998819668,1.2899999618530273,1.4600000381469727,334.609
NUF,0.24225184889076148,5.159999847412109,5.28000020980835,82.535
RWC,0.2127057817308177,3.991749854560065,3.913287878036499,93.677
JHX,0.2077226102307317,38.95000076293945,39.22999954223633,9.376
