Company,ConfidenceScore,BuyPrice,SellPrice,Quantity
ANZ.AX,0.7973292939777039,23.237247467041016,23.36124038696289,48.038
SUN.AX,0.6682246593327231,9.855867385864258,11.240655899047852,94.92
SHL.AX,0.38398033311921614,29.333097457885746,31.269914627075195,18.326
AMP.AX,0.3687407374888047,1.0901250839233398,1.2096563577651978,473.558
WTC.AX,0.3511199851365414,54.63790893554688,58.16004180908203,8.997
XRO.AX,0.3476344326355449,70.86000061035156,68.16999816894531,6.868
VCX.AX,0.3476230339398612,1.6723895072937012,1.818018913269043,291.004
WOW.AX,0.3431889068125965,32.04317092895508,32.801937103271484,14.994
SVW.AX,0.3331244398219742,17.496789932250977,19.20619010925293,26.655
NSR.AX,0.316565907765058,2.1953582763671875,2.357624053955078,201.877
GMG.AX,0.3120416516221327,15.704960823059082,17.60411834716797,27.817
MIN.AX,0.2962201210386293,68.48219299316406,80.81718444824219,6.056
MP1.AX,0.2934793863191784,7.53000020980835,5.949999809265137,54.565
PLS.AX,0.2929047519611794,4.887141227722168,4.650819301605225,83.907
CQR.AX,0.2925700182061948,3.520355701446533,3.744463443756104,116.351
ORA.AX,0.2859094396908418,2.8529045581817627,2.9194722175598145,140.304
BOQ.AX,0.280974891655234,6.832326412200928,6.726935386657715,57.574
FBU.AX,0.27735543990907136,4.078792095184326,4.347621440887451,95.199
GOZ.AX,0.2767986822295155,2.843189477920532,3.019727230072021,136.297
ALX.AX,0.2737708467214012,5.918128490447998,6.133503437042236,64.764
