Company,ConfidenceScore
A2M,-0.18468622953945338
AIZ,-0.14354112768066654
AKE,0.1635487712886613
ALD,-0.2197598986925068
ALL,0.07356052555754267
ALQ,0.1831987599681038
ALX,0.20717077135478598
AMC,0.05405815592074268
ANZ,0.2090216636124579
ARB,0.08600363746741425
ASX,0.023349018166543795
AUB,-0.40306931718184114
AZJ,0.14778625688720234
BAP,0.023139202309813665
BHP,0.5893774932181598
BKW,0.2879641368234422
BPT,0.1748573577144291
BRG,0.2433973182796153
BSL,0.11128051958468015
BXB,0.10510588460262772
CAR,-0.011629865094139564
CBA,-0.4017746013632241
CEN,0.10827585548992043
CIA,0.13507116226850846
CNU,0.1186967552103467
COH,0.1591672038458281
COL,0.2266172538075389
CPU,0.12344227679066004
CSL,0.10301710363469911
CSR,0.1431835356261866
CTD,-0.027677679482677936
CWY,0.0011100369044499774
DDR,0.222349446998828
DEG,0.1556272705601208
DHG,0.10461658987605334
DOW,0.1572980651472637
EDV,0.1158221868511297
EVN,-0.2723695890232398
FBU,0.0876915544353626
FLT,-0.07968531629135293
FMG,-0.1779313850564906
GNE,0.3575347488030839
HVN,-0.22193017254476186
IAG,0.009257928531171244
IGO,-0.03934729979017158
JBH,-0.07185083351787123
JHX,0.11524892936252823
LLC,0.1989226391301869
LOV,0.00857583843861646
LYC,0.1005889049099063
MCY,0.036598533257539353
MEZ,0.1821670890950442
MFG,-0.2824076683029417
MIN,-0.3215563642703098
MPL,-0.11188158462013803
MQG,-0.05608400918820503
MTS,0.1290481412499631
NAB,-0.27725084398783345
NABPF,-0.27725084398783345
NABPH,-0.27725084398783345
NABPI,-0.27725084398783345
NCM,0.1679548772670503
NEC,0.1417245872660984
NHC,0.20279811877256357
NHF,-0.5313028660966393
NST,0.1669181790223473
ORA,0.0932517963133936
ORG,0.14042279345245925
ORI,0.1983117328573723
PME,0.1385297869833623
PMV,0.09012191801942343
PRU,-0.0005886802695032611
QAN,-0.23484368507294734
QBE,0.1482304837802569
QUB,0.1106025447004368
REA,0.1857979456006518
REH,-0.06344830651244593
RHC,0.3202930292194136
RMD,0.2177300859657127
RMS,0.1836105165190481
S32,0.08947704759789367
SDF,0.1643650743118786
SEK,0.19736374697107997
SFR,0.1114180156723598
SGP,0.2686752901802433
SHL,-0.19765510669808828
SMR,0.3213980610511379
SOL,-0.45770823498442187
SPK,0.03304968415140991
SUL,0.1399644380511035
SUN,0.0018478853154484387
SVW,-0.05655701445257077
TAH,0.1984083674774522
TCL,0.1155585077766071
TLS,-0.01670879415728947
TLX,0.13024155208467494
TNE,0.3735791529563905
TPG,0.1142364711966853
TWE,0.0867471689742575
VEA,0.1914364944564405
VNT,0.1505864048644229
VUK,-0.3547124996922891
WBC,0.04867340743942558
WDS,-0.028087317904450907
WOW,0.1208504029434615
XRO,0.141062395421227
ZIM,-0.4265519033056981
