Company,ConfidenceScore
A2M,0.14286101697142353
AIA,0.128410020624149
ALQ,0.1581128792987103
ANZ,0.1289143027716352
APA,0.2124586537801001
ARG,0.2659879514810654
ASX,-0.04627437171479276
AUB,0.2504067849676608
AWC,-0.298980617608551
AZJ,0.3108822352346117
BAP,0.22431350769544778
BGA,0.1695587358833879
BPT,0.3464020062138322
BRG,0.1246596835336592
BSL,-0.13065375032705798
CAR,0.383011549664947
CBA,0.6220709221948899
CDA,0.1724774141350023
CHC,-0.3227179349960257
CMW,-0.5426551165585157
CNU,0.1397892273847682
COH,0.09984435114976968
CPU,0.1857006126634867
DDR,0.235792689768582
DHG,0.1587950252308006
DOW,0.1643573667736101
EBO,1.058875683530955
ELD,-0.025006352051259097
EVN,-0.1917426234356372
FBU,0.3670867519686926
FLT,-0.2923628037976051
GMG,0.08699223002094802
GOR,-0.3202784849156075
HUB,0.2710286832154028
HVN,0.0808233436698114
IAG,0.1778824900145255
IEL,0.1564216593160801
IFT,0.2764513221990551
ILU,-0.07403391947585837
IPL,-0.052152887658197165
JBH,0.1339889213627443
LLC,0.1103719078051066
LNK,-0.22286789622188
LOV,0.3203141044504214
LYC,0.1170848333742228
MCY,1.3680220656934914
MGR,0.1354526262718871
MIN,0.15151570998267538
MPL,-0.013338498656272893
MTS,0.01795866030267873
NAB,0.1337571247488349
NEC,-0.3892215491157593
NHF,0.3547003486493658
NIC,0.6708211244084615
NSR,0.10713753732285558
NST,0.1418347823909091
NUF,0.20966616432528565
NXT,0.1259124478082175
ORA,-0.3166761434417972
ORG,0.336784069661011
ORI,-0.17574753950180447
OZL,0.089628700311097
PDN,0.1420091082020158
PLS,-0.3030176131711087
PMV,-0.04239193774090256
QUB,0.1761675932699187
REA,0.22275667912036812
RHC,0.128410020624149
RMS,0.2349652975571665
RRL,0.1431256658547843
RWC,0.10881620581484876
S32,0.19546915240322202
SCG,0.1274042549148084
SEK,0.1280922758167453
SFR,0.1364440740226664
SGM,0.11310044313091365
SGR,-0.21386278213836
SHL,0.1081584288453413
SKC,0.1138523059396063
SOL,0.2936323179976423
SPK,-0.7478318415257479
STO,0.2670081890010236
SUL,0.151876973608421
SVW,0.16985788871040883
TAH,0.1529969816030476
TCL,0.3432307853216136
TLS,-0.0691416430978704
TNE,0.15159384891142552
TWE,0.1707340371761863
WEB,0.1924938768244448
WES,0.1407843683089308
WOW,0.3640911762341234
WTC,0.4080344509347319
XRO,0.279272405046586
