Company,ConfidenceScore
A2M,-0.19528921829411394
AIA,0.0910200891916589
ANZ,0.290163928191657
APE,-0.240511000689954
APX,0.06797869234972222
ASX,-0.01954200803205284
AWC,-0.3336839154632057
AZJ,0.18866332016890053
BAP,0.1464926942851608
BGA,0.1005626410437961
BKW,0.3973235189861066
BPT,-0.09962660672527757
BRG,0.1786646742071442
BXB,-0.20118796274669912
CAR,0.0051229413942882555
CBA,-0.2845099255110013
CCP,-0.07341201074465613
CDA,0.06374033334523134
CEN,0.2948515042439867
CGF,0.8173419833779096
CHC,-0.3254493600250698
CIA,0.27272114583401114
CLW,-0.4229601035858245
CNU,0.1181866595577484
COH,0.2240238020926646
CPU,-0.342846397356906
CQR,0.13170412484982288
CSL,0.18404774824943956
CSR,0.23947325102434203
CTD,-0.032575042037539435
CWY,0.1350093209886155
DDR,0.1445103888906288
DHG,0.11166384394544222
DOW,0.3908368453571713
EBO,0.3279637266934425
ELD,0.1558671844588255
EVN,-0.371768806179326
FBU,-0.1665992075258471
FLT,1.2091745037990045
FMG,0.1571287333332032
FPH,0.1037475733167073
GMG,0.1756476106700543
GOR,0.1278318957465279
GOZ,0.3110911689074537
GPT,-0.3441856862950322
IAG,0.2801479980763608
IEL,-0.3057863448398839
IGO,-0.265872114233507
ILU,0.1139348429661473
IPL,0.09875869757373423
JBH,0.1572807471542721
LLC,-0.2075594824158796
LNK,0.2528006965631102
LOV,0.055888115540140816
LYC,0.04845090081158927
MCY,0.13930233786209506
MEZ,0.11408685019821836
MFG,0.228813973875122
MGR,-0.3720459674402953
MIN,0.3521430839835531
MP1,0.1602150005664016
MPL,-0.0732233599827578
MTS,-0.010944502915951634
NAB,0.2736097617991401
NEC,0.22750685477607255
NHC,-0.04077934361898534
NHF,0.3319657568733926
NSR,0.2644611036578743
NST,0.2151514231358813
NUF,-0.024229071912179434
NWL,0.2082035618751441
ORA,0.18421262230304256
ORG,0.09740445202954885
ORI,0.1651497221351627
PBH,0.2821306774541594
PDN,0.2062957394872726
PLS,0.1628963216087975
PMV,0.30061264124509085
PTM,0.1989517678311775
QBE,0.1497724758628957
REA,0.1369101502860131
REH,0.3384974363496737
RHC,0.2669669296712099
RMS,0.404725639210455
RRL,0.5408819543148532
S32,0.027318898430868557
SDF,0.2180114811397891
SEK,0.33440891718427385
SFR,-0.07389030756671681
SGP,0.2553628125783345
SHL,0.1850712326314951
SKC,-0.20502756630797245
SOL,0.1470434281530492
SPK,0.20195249462404274
STO,-0.1237484465740194
SUL,0.3028028669335846
SUN,0.2908885930018586
SVW,-0.3677979307136748
TAH,-0.3255617301649556
TCL,0.2853014442486866
TLS,0.16586331800382503
TNE,0.2799463186142406
TWE,-0.1457853075436427
VCX,0.2932689978367779
VEA,-0.1360326168356691
WES,-0.037176916806172834
WOW,0.19791475073212483
WTC,0.3923899394724657
XRO,0.9392065159785825
