Company,ConfidenceScore
A2M,-0.057498424950515555
AFI,0.1430235504029567
AIA,0.1056291380083355
AIZ,0.14412052683348964
AKE,0.10650189067404987
ALD,-0.3814757234317226
ALL,0.12646539906499568
ALQ,-0.3250690322023628
ALU,0.15254917408746943
AMC,0.07322157694408153
ANN,0.11675671344438
ANZ,0.5625648948627685
APA,0.2284710469147682
APM,0.1466054605940235
APX,-0.12107440675278437
ARB,0.1654507226618981
ARG,0.10215706768351003
ASX,-0.3120265634702445
AUB,0.4312951122524255
AWC,-0.4186209422599219
AZJ,0.15800539909473862
BAP,-0.05448555367816894
BEN,0.2304273283937877
BGA,-0.4022602428109289
BHP,-0.015513515999828156
BLD,-0.2367489813781856
BPT,0.32737765730871543
BRG,0.22742703058396166
BSL,-0.06383286180039098
BXB,-0.2117442084928108
CAR,0.2235373868356245
CBA,0.21551294021357972
CCP,-0.5399187231116619
CDA,0.0854332432215229
CEN,0.1729667653665534
CGF,0.15870404742989963
CHC,0.2863603934733288
CIA,0.09841052842314056
CNU,0.2415955551658435
COH,0.05968547420526225
CPU,0.3413659559404768
CRN,-0.03206930914273537
CSL,0.2200807773074099
CSR,0.12020093916563142
CTD,-0.01463856045693899
CWY,0.19126803758284086
DDR,-0.28936284762479886
DEG,-0.09109632682888841
DHG,0.15205363833835
DMP,0.06209197842808116
DOW,0.0060655359031687225
DRR,0.1554460014455771
DXS,0.157027429589766
EBO,0.1643640487397873
EDV,-0.1888637053277541
ELD,0.2630132270447574
EVN,0.1215612287373089
FBU,-0.21397159840769384
FLT,-1.3800298083854072
FMG,-0.24276092413166644
FPH,0.1104354040454834
GMG,0.2984992248891327
GOR,0.5142114832823165
GOZ,0.147621108395109
GPT,-0.3526285732453644
HLS,0.6631668215534987
HUB,0.1728108098975051
HVN,0.5119870054115373
IAG,-0.0296342009411915
IEL,0.014689310513840235
IGO,0.337492283205937
ILU,-0.25937940184550184
IPL,0.2924448152491997
JBH,0.08970076805485594
JHX,0.053936863558780676
LFG,0.1238139030165265
LLC,0.02161651823864786
LOV,-0.1273897949990717
LYC,-0.05119438504944968
MCY,0.4099298578257341
MEZ,0.2042121571801226
MGR,0.2182173809579138
MP1,0.09259636164741683
MPL,0.2829000631718072
MQG,-0.0678071100442168
MTS,0.1581393283430517
NAB,0.13002737650514495
NCM,0.008272841215108248
NEC,-0.036706705504924345
NHC,0.0909232466561689
NHF,-0.06875650221006076
NST,0.16263185809726693
NUF,0.1196075310912678
NWL,0.12921310111759868
ORA,0.1381140962205379
PDN,0.4320658786044278
PLS,0.20663361507034478
PME,0.3207983888225041
PPT,0.11758483616762412
PRU,0.37716451334805884
PTM,0.3317389045909607
QAN,-0.13927463836267268
QBE,0.048572466695865076
QUB,0.08957954286837913
REA,0.1215141917432806
REH,0.2484970933565989
RHC,0.2210556071844996
RIO,0.06442082958385013
RMD,0.03184868477072579
RMS,0.1854940808668807
RRL,0.2273676372681342
RWC,0.20004991316525844
S32,0.045685811112248995
SDF,0.03177450656049289
SEK,0.5663291164417362
SGM,0.1623160415186695
SGR,-0.1195165924487644
SHL,0.4282346167104942
SKC,-0.018084141203163494
SPK,0.3016502188365547
STO,-0.06730226223439499
SUL,0.3031765388173987
SUN,-0.019643317956389406
SVW,0.160458181980051
TAH,0.2002766776391426
TCL,0.16094110552017127
TLC,0.2249842068781587
TLS,0.10838314822789748
TLX,0.1455305136765659
TNE,0.1748423289715045
TWE,-0.031904808854795116
VEA,0.08210215961835554
VNT,0.2952312488894228
VUK,0.3366794717001279
WBC,-0.012029538720545884
WDS,-0.1248262273116905
WEB,0.0770422623361792
WES,0.15228154921681022
WHC,-0.3782761882480991
WOW,0.03684798776516207
WTC,0.2115320007268772
XRO,0.13137684586006873
ZIM,0.3073239378092424
