Date,Adj Close
2022-10-12,6647.5
2022-10-13,6642.60009765625
2022-10-14,6758.7998046875
2022-10-17,6664.39990234375
2022-10-18,6779.2001953125
2022-10-19,6800.10009765625
2022-10-20,6730.7001953125
2022-10-21,6676.7998046875
2022-10-24,6779.39990234375
2022-10-25,6798.60009765625
2022-10-26,6810.89990234375
2022-10-27,6845.10009765625
2022-10-28,6785.7001953125
2022-10-31,6863.5
2022-11-01,6976.89990234375
2022-11-02,6986.7001953125
2022-11-03,6857.89990234375
2022-11-04,6892.5
2022-11-07,6933.7001953125
2022-11-08,6958.89990234375
2022-11-09,6999.2998046875
2022-11-10,6964.0
2022-11-11,7158.0
2022-11-14,7146.2998046875
2022-11-15,7141.60009765625
2022-11-16,7122.2001953125
2022-11-17,7135.7001953125
2022-11-18,7151.7998046875
2022-11-21,7139.2998046875
2022-11-22,7181.2998046875
2022-11-23,7247.39990234375
2022-11-24,7241.7998046875
2022-11-25,7259.5
2022-11-28,7229.10009765625
2022-11-29,7253.2998046875
2022-11-30,7284.2001953125
2022-12-01,7354.39990234375
2022-12-02,7301.5
2022-12-05,7325.60009765625
2022-12-06,7291.2998046875
2022-12-07,7229.39990234375
2022-12-08,7175.5
2022-12-09,7213.2001953125
2022-12-12,7180.7998046875
2022-12-13,7203.2998046875
2022-12-14,7251.2998046875
2022-12-15,7204.7998046875
2022-12-16,7148.7001953125
2022-12-19,7133.89990234375
2022-12-20,7024.2998046875
2022-12-21,7115.10009765625
2022-12-22,7152.5
2022-12-23,7107.7001953125
2022-12-28,7086.39990234375
2022-12-29,7020.10009765625
2022-12-30,7038.7001953125
2023-01-03,6946.2001953125
2023-01-04,7059.2001953125
2023-01-05,7063.60009765625
2023-01-06,7109.60009765625
2023-01-09,7151.2998046875
2023-01-10,7131.0
2023-01-11,7195.2998046875
2023-01-12,7280.39990234375
2023-01-13,7328.10009765625
2023-01-16,7388.2001953125
2023-01-17,7386.2998046875
2023-01-18,7393.39990234375
2023-01-19,7435.2998046875
2023-01-20,7452.2001953125
2023-01-23,7457.2998046875
2023-01-24,7490.39990234375
2023-01-25,7468.2998046875
2023-01-27,7493.7998046875
2023-01-30,7481.7001953125
2023-01-31,7476.7001953125
2023-02-01,7501.7001953125
2023-02-02,7511.60009765625
2023-02-03,7558.10009765625
2023-02-06,7539.0
2023-02-07,7504.10009765625
2023-02-08,7530.10009765625
2023-02-09,7490.2998046875
2023-02-10,7433.7001953125
2023-02-13,7417.7998046875
2023-02-14,7430.89990234375
2023-02-15,7352.2001953125
2023-02-16,7410.2998046875
2023-02-17,7346.7998046875
2023-02-20,7351.5
2023-02-21,7336.2998046875
2023-02-22,7314.5
2023-02-23,7285.39990234375
2023-02-24,7307.0
2023-02-27,7224.7998046875
2023-02-28,7258.39990234375
2023-03-01,7251.60009765625
2023-03-02,7255.39990234375
2023-03-03,7283.60009765625
2023-03-06,7328.60009765625
2023-03-07,7364.7001953125
2023-03-08,7307.7998046875
2023-03-09,7311.10009765625
2023-03-10,7144.7001953125
2023-03-13,7108.7998046875
2023-03-14,7008.89990234375
2023-03-15,7068.89990234375
2023-03-16,6965.5
2023-03-17,6994.7998046875
2023-03-20,6898.5
2023-03-21,6955.39990234375
2023-03-22,7015.60009765625
2023-03-23,6968.60009765625
2023-03-24,6955.2001953125
2023-03-27,6962.0
2023-03-28,7034.10009765625
2023-03-29,7050.2998046875
2023-03-30,7122.2998046875
2023-03-31,7177.7998046875
2023-04-03,7223.0
2023-04-04,7236.0
2023-04-05,7237.2001953125
2023-04-06,7219.0
2023-04-11,7309.89990234375
2023-04-12,7343.89990234375
2023-04-13,7324.10009765625
2023-04-14,7361.60009765625
2023-04-17,7381.5
2023-04-18,7360.2001953125
2023-04-19,7365.5
2023-04-20,7362.2001953125
2023-04-21,7330.39990234375
2023-04-24,7322.0
2023-04-26,7316.2998046875
2023-04-27,7292.7001953125
2023-04-28,7309.2001953125
2023-05-01,7334.60009765625
2023-05-02,7267.39990234375
2023-05-03,7197.39990234375
2023-05-04,7193.10009765625
2023-05-05,7220.0
2023-05-08,7276.5
2023-05-09,7264.10009765625
2023-05-10,7255.7001953125
2023-05-11,7251.89990234375
2023-05-12,7256.7001953125
2023-05-15,7267.10009765625
2023-05-16,7234.7001953125
2023-05-17,7199.2001953125
2023-05-18,7236.7998046875
2023-05-19,7279.5
2023-05-22,7263.2998046875
2023-05-23,7259.89990234375
2023-05-24,7213.7998046875
2023-05-25,7138.2001953125
2023-05-26,7154.7998046875
2023-05-29,7217.39990234375
2023-05-30,7209.2998046875
2023-05-31,7091.2998046875
2023-06-01,7110.7998046875
2023-06-02,7145.10009765625
2023-06-05,7216.2998046875
2023-06-06,7129.60009765625
2023-06-07,7118.0
2023-06-08,7099.7001953125
2023-06-09,7122.5
2023-06-13,7138.89990234375
2023-06-14,7161.7001953125
2023-06-15,7175.2998046875
2023-06-16,7251.2001953125
2023-06-19,7294.89990234375
2023-06-20,7357.7998046875
2023-06-21,7314.89990234375
2023-06-22,7195.5
2023-06-23,7099.2001953125
2023-06-26,7078.7001953125
2023-06-27,7118.2001953125
2023-06-28,7196.5
2023-06-29,7194.89990234375
2023-06-30,7203.2998046875
2023-07-03,7246.10009765625
2023-07-04,7279.0
2023-07-05,7253.2001953125
2023-07-06,7163.39990234375
2023-07-07,7042.2998046875
2023-07-10,7004.0
2023-07-11,7108.89990234375
2023-07-12,7135.7001953125
2023-07-13,7246.89990234375
2023-07-14,7303.10009765625
2023-07-17,7298.5
2023-07-18,7283.7998046875
2023-07-19,7323.7001953125
2023-07-20,7325.0
2023-07-21,7313.89990234375
2023-07-24,7306.39990234375
2023-07-25,7339.7001953125
2023-07-26,7402.0
2023-07-27,7455.89990234375
2023-07-28,7403.60009765625
2023-07-31,7410.39990234375
2023-08-01,7450.7001953125
2023-08-02,7354.60009765625
2023-08-03,7311.7001953125
2023-08-04,7325.2998046875
2023-08-07,7309.2001953125
2023-08-08,7311.10009765625
2023-08-09,7338.0
2023-08-10,7357.39990234375
2023-08-11,7340.10009765625
2023-08-14,7277.0
2023-08-15,7305.0
2023-08-16,7195.2001953125
2023-08-17,7146.0
2023-08-18,7148.10009765625
2023-08-21,7115.5
2023-08-22,7121.60009765625
2023-08-23,7148.39990234375
2023-08-24,7182.10009765625
2023-08-25,7115.2001953125
2023-08-28,7159.7998046875
2023-08-29,7210.5
2023-08-30,7297.7001953125
2023-08-31,7305.2998046875
2023-09-01,7278.2998046875
2023-09-04,7318.7998046875
2023-09-05,7314.2998046875
2023-09-06,7257.10009765625
2023-09-07,7171.0
2023-09-08,7156.7001953125
2023-09-11,7192.2998046875
2023-09-12,7206.89990234375
2023-09-13,7153.89990234375
2023-09-14,7186.5
2023-09-15,7279.0
2023-09-18,7230.39990234375
2023-09-19,7196.60009765625
2023-09-20,7163.2998046875
2023-09-21,7065.2001953125
2023-09-22,7068.7998046875
2023-09-25,7076.5
2023-09-26,7038.2001953125
2023-09-27,7030.2998046875
2023-09-28,7024.7998046875
2023-09-29,7048.60009765625
2023-10-02,7033.2001953125
2023-10-03,6943.39990234375
2023-10-04,6890.2001953125
2023-10-05,6925.5
2023-10-06,6954.2001953125
2023-10-09,6970.2001953125
2023-10-10,7040.60009765625
2023-10-11,7088.39990234375
2023-10-12,7091.0
2023-10-13,7051.0
2023-10-16,7026.5
2023-10-17,7056.10009765625
2023-10-18,7077.60009765625
